rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,ra,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,pl_name,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_mnum,gaia_plx,gaia_plxerr1,gaia_plxerr2,gaia_plxlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,gaia_pmra,gaia_pmraerr,gaia_pmralim,gaia_pmdec,gaia_pmdecerr,gaia_pmdeclim,gaia_pm,gaia_pmerr,gaia_pmlim,st_radv,st_radverr1,st_radverr2,st_radvlim,st_radvblend,st_sp,st_spstr,st_sperr,st_splim,st_spblend,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggblend,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_lumblend,st_metfe,st_metfeerr1,st_metfeerr2,st_metfelim,st_metfeblend,st_age,st_ageerr1,st_ageerr2,st_agelim,st_vsini,st_vsinierr1,st_vsinierr2,st_vsinilim,st_vsiniblend,st_acts,st_actserr,st_actslim,st_actsblend,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend,st_uj,st_ujerr,st_ujlim,st_ujblend,st_vj,st_vjerr,st_vjlim,st_vjblend,st_bj,st_bjerr,st_bjlim,st_bjblend,st_rc,st_rcerr,st_rclim,st_rcblend,st_ic,st_icerr,st_iclim,st_icblend,st_j,st_jerr,st_jlim,st_jblend,st_h,st_herr,st_hlim,st_hblend,st_k,st_kerr,st_klim,st_kblend,st_wise1,st_wise1err,st_wise1lim,st_wise1blend,st_wise2,st_wise2err,st_wise2lim,st_wise2blend,st_wise3,st_wise3err,st_wise3lim,st_wise3blend,st_wise4,st_wise4err,st_wise4lim,st_wise4blend,st_irac1,st_irac1err,st_irac1lim,st_irac1blend,st_irac2,st_irac2err,st_irac2lim,st_irac2blend,st_irac3,st_irac3err,st_irac3lim,st_irac3blend,st_irac4,st_irac4err,st_irac4lim,st_irac4blend
425,HD 175167,b,1,1290.00000000,22.00000000,-22.00000000,0,2.400000,0.050000,-0.050000,0,7.80000,3.50000,-3.50000,0,,,,,285.003479,-69.944244,67.02,3.85,-4.35,0,8.010,,0,0,V (Johnson),7.790,,0,,,,,0,1.10,,,0,0,,,,,0,HD 175167 b,,,,,,,,,0,13.94,0.25,-0.25,,71.73,1.32,-1.27,,-7.400,0.000,,-191.800,0.100,,192.000,0.100,,,,,,,4.50,G5 IV/V,,0,0,,,,,0,,,,,0,0.190,,,0,0,,,,0,,,,,,,,,,,,,,,,,,8.010,,0,0,8.780,0.015,0,0,,,,,,,,,6.713,0.019,0,0,6.381,0.018,0,0,6.288,0.018,0,0,6.311,0.132,0,0,6.240,0.027,0,0,6.298,0.015,0,0,6.274,0.111,0,0,,,,,,,,,,,,,,,,
426,HD 175541,b,1,297.30000000,0.60000000,-0.60000000,0,1.030000,,,0,0.61000,,,0,,,,,283.920349,4.265325,127.55,16.07,-21.48,0,8.030,,0,0,V (Johnson),7.694,,0,5060.00,44.00,-44.00,0,0,1.65,0.12,-0.12,0,0,3.80,0.09,-0.09,0,0,HD 175541 b,,,,,,,,,0,7.35,0.28,-0.28,,136.02,5.36,-4.97,,-6.900,0.100,,-90.400,0.000,,90.600,0.100,,19.70,,,0,0,4.80,G8 IV,,0,0,3.52,0.30,-0.30,0,0,0.934,0.015,-0.015,0,0,-0.070,0.040,-0.040,0,0,1.900,1.000,-1.000,0,2.9000,0.5000,-0.5000,0,0,0.126,0.016,0,0,,,,,,,,,8.030,,0,0,8.910,,0,0,7.538,,0,0,7.088,,0,0,6.387,0.025,0,0,5.952,0.029,0,0,5.829,0.021,0,0,5.710,0.085,0,1,5.612,0.043,0,1,5.843,0.018,0,0,5.898,0.084,0,0,,,,,,,,,,,,,,,,
427,HD 175607,b,1,29.01000000,0.02000000,-0.02000000,0,,,,,0.02825,0.00346,-0.00346,0,,,,,285.272858,-66.192680,45.27,2.07,-2.07,0,8.610,,0,0,V (Johnson),8.357,,0,5392.00,17.00,-17.00,0,0,0.71,0.01,-0.01,0,0,0.70,0.01,-0.01,0,0,HD 175607 b,,,,,,,,,0,24.80,0.23,-0.23,,40.33,0.38,-0.37,,133.000,0.100,,-385.500,0.100,,407.800,0.100,,-92.00,0.10,-0.10,0,0,4.60,G6 V,,0,0,4.64,0.03,-0.03,0,0,,,,,0,-0.620,0.010,-0.010,0,0,10.320,1.580,-1.580,0,1.3100,,,0,0,,,,,,,,,,,,,8.610,,0,0,9.268,0.019,0,0,,,,,,,,,7.280,0.020,0,0,6.928,0.026,0,0,6.881,0.057,0,0,6.801,0.065,0,0,6.810,0.022,0,0,6.819,0.016,0,0,6.678,0.068,0,0,,,,,,,,,,,,,,,,
428,HD 17674,b,1,623.80000000,1.60000000,-1.50000000,0,1.420000,0.040000,-0.050000,0,0.87000,0.07000,-0.06000,0,,,,,42.767853,30.286739,44.50,0.80,-0.80,0,7.560,,0,0,V (Johnson),7.370,,0,5904.00,22.00,-22.00,0,0,0.98,0.10,-0.10,0,0,1.18,0.10,-0.10,0,0,HD 17674 b,,,,,,,,,0,22.46,0.23,-0.23,0,44.50,0.80,-0.80,0,128.380,0.080,,-32.930,0.050,,132.540,0.090,,10.40,0.20,-0.20,0,0,4.00,G0 V,,0,0,4.34,0.03,-0.03,0,0,,,,,0,-0.160,0.020,-0.020,0,0,8.400,0.600,-0.600,0,2.3000,1.0000,-1.0000,0,0,,,,,,,,,,,,,7.560,,0,0,8.152,0.016,0,0,,,,,,,,,6.449,0.025,0,0,6.166,0.020,0,0,6.093,0.029,0,0,6.123,0.107,0,0,6.037,0.033,0,0,6.113,0.015,0,0,6.008,0.055,0,0,,,,,,,,,,,,,,,,
429,HD 177565,b,1,44.50500000,0.58600000,-0.29300000,0,0.246000,0.019000,-0.019000,0,0.04751,0.02014,-0.01904,0,,,,,286.718597,-37.810658,17.17,0.26,-0.27,0,6.160,,0,0,V (Johnson),,,,,,,,0,1.00,0.10,-0.10,0,0,,,,,0,HD 177565 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,59.50,0.10,-0.10,0,0,4.80,G8 V,,0,0,,,,,0,,,,,0,,,,,0,,,,0,0.0000,0.5000,-0.5000,0,0,0.194,,0,0,28.060,,0,0,,,,,6.160,,0,0,6.880,,0,0,5.770,,0,0,5.420,,0,0,5.256,0.264,0,1,4.742,0.220,0,1,4.539,0.018,0,0,4.523,0.258,0,0,4.286,0.139,0,0,4.544,0.013,0,0,4.535,0.030,0,0,,,,,,,,,,,,,,,,
430,HD 177830,b,2,406.60000000,0.40000000,-0.40000000,0,1.221800,0.000800,-0.000800,0,1.49000,0.03000,-0.03000,0,,,,,286.336548,25.920660,59.03,2.54,-2.77,0,7.177,0.010,0,0,V (Johnson),6.815,,0,4949.00,,,0,0,1.47,,,0,0,2.62,0.06,-0.06,0,0,HD 177830 b,,,,,,,,,0,15.94,0.37,-0.37,,62.74,1.48,-1.42,,-41.200,0.000,,-52.600,0.000,,66.800,0.000,,-72.20,,,0,0,5.00,K0,,0,0,3.65,,,0,0,0.685,0.082,-0.101,0,0,0.545,0.030,-0.030,0,0,4.400,2.200,-2.200,0,2.5000,0.5000,-0.5000,0,0,0.125,0.016,0,0,,,,,,,,,7.177,0.010,0,0,8.268,0.016,0,0,,,,,,,,,5.367,0.018,0,0,4.954,0.044,0,0,4.809,0.027,0,0,4.785,0.203,0,0,4.649,0.062,0,0,4.784,0.016,0,1,4.732,0.028,0,0,,,,,,,,,,,,,,,,
431,HD 177830,c,2,110.90000000,0.10000000,-0.10000000,0,0.513700,0.000300,-0.000300,0,0.15000,0.02000,-0.02000,0,,,,,286.336548,25.920660,59.03,2.54,-2.77,0,7.177,0.010,0,0,V (Johnson),6.815,,0,4949.00,,,0,0,1.47,,,0,0,2.62,0.06,-0.06,0,0,HD 177830 c,,,,,,,,,0,15.94,0.37,-0.37,,62.74,1.48,-1.42,,-41.200,0.000,,-52.600,0.000,,66.800,0.000,,-72.20,,,0,0,5.00,K0,,0,0,3.65,,,0,0,0.685,0.082,-0.101,0,0,0.545,0.030,-0.030,0,0,4.400,2.200,-2.200,0,2.5000,0.5000,-0.5000,0,0,0.125,0.016,0,0,,,,,,,,,7.177,0.010,0,0,8.268,0.016,0,0,,,,,,,,,5.367,0.018,0,0,4.954,0.044,0,0,4.809,0.027,0,0,4.785,0.203,0,0,4.649,0.062,0,0,4.784,0.016,0,1,4.732,0.028,0,0,,,,,,,,,,,,,,,,
432,HD 178911 B,b,1,71.48400000,0.00200000,-0.00200000,0,0.339000,0.006000,-0.006000,0,7.03000,0.28000,-0.28000,0,,,,,287.262939,34.599850,47.00,11.00,-11.00,0,7.792,0.012,0,0,V (Johnson),7.821,,0,5668.00,44.00,-44.00,0,0,1.01,0.06,-0.06,0,0,,,,,0,HD 178911 B b,,,,,,,,,0,24.09,0.23,-0.23,,41.52,0.39,-0.39,,56.700,0.300,,196.800,0.400,,204.800,0.500,,-40.60,0.70,-0.70,0,0,4.50,G5,,0,0,,,,,0,,,,,0,0.340,0.030,-0.030,0,0,,,,0,1.9000,,,0,0,0.168,0.022,0,0,29.000,,0,1,,,,,7.792,0.012,0,0,8.546,0.017,0,0,,,,,,,,,6.749,0.019,0,1,6.458,0.020,0,1,6.375,0.022,0,1,5.978,0.087,0,1,6.224,0.035,0,1,6.301,0.021,0,1,5.975,0.048,0,0,,,,,,,,,,,,,,,,
433,HD 179079,b,1,14.47600000,0.01100000,-0.01100000,0,0.121600,0.001000,-0.001000,0,0.08660,0.00800,-0.00800,0,,,,,287.790955,-2.638385,63.69,3.60,-4.06,0,7.950,,0,0,V (Johnson),7.728,,0,5684.00,44.00,-44.00,0,0,1.15,0.03,-0.03,0,0,1.60,0.09,-0.09,0,0,HD 179079 b,,,,,,,,,0,14.14,0.26,-0.26,,70.71,1.34,-1.29,,-134.400,0.100,,-89.500,0.000,,161.500,0.100,,,,,,,4.50,G5 IV,,0,0,4.06,0.06,-0.06,0,0,0.382,0.046,-0.052,0,0,0.250,0.030,-0.030,0,0,,,,0,1.0000,,,1,0,,,,,,,,,,,,,7.950,,0,0,8.666,0.017,0,0,,,,,,,,,6.734,0.021,0,0,6.402,0.031,0,0,6.311,0.026,0,0,6.301,0.059,0,1,6.270,0.023,0,1,6.340,0.017,0,0,6.311,0.061,0,0,,,,,,,,,,,,,,,,
434,HD 179949,b,1,3.09251400,0.00003200,-0.00003200,0,0.044300,0.002600,-0.002600,0,0.91600,0.07600,-0.07600,0,,,,,288.888458,-24.179352,27.05,0.57,-0.60,0,6.250,,0,0,V (Johnson),,,,6168.00,,,0,0,1.21,,,0,0,,,,,0,HD 179949 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,-24.70,0.20,-0.20,0,0,3.80,F8 V,,0,0,4.34,,,0,0,,,,,0,0.137,,,0,0,,,,0,6.3000,0.9000,-0.9000,0,0,0.188,0.024,0,0,28.610,,0,0,,,,,6.250,,0,0,6.780,,0,0,5.938,,0,0,5.650,,0,0,5.296,0.027,0,0,5.101,0.044,0,0,4.936,0.018,0,0,4.940,0.185,0,0,4.801,0.108,0,0,4.976,0.015,0,0,4.930,0.031,0,0,4.949,0.008,0,0,4.969,0.013,0,0,,,,,4.971,0.007,0,0
435,HD 180314,b,1,396.03000000,0.62000000,-0.62000000,0,1.400000,,,0,22.00000,,,0,,,,,288.709198,31.860350,131.75,10.25,-12.13,0,6.608,0.010,0,0,V (Johnson),6.274,,0,4917.00,100.00,-100.00,0,0,2.60,0.30,-0.30,0,0,9.20,0.40,-0.40,0,0,HD 180314 b,,,,,,,,,0,8.24,0.28,-0.28,,121.37,4.22,-3.94,,46.800,0.000,,20.400,0.000,,51.100,0.000,,,,,,,5.00,K0,,0,0,2.98,0.10,-0.10,0,0,1.643,0.066,-0.078,0,0,0.200,0.090,-0.090,0,0,,,,0,,,,,,,,,,,,,,,,,,6.608,0.010,0,0,7.627,0.015,0,0,,,,,,,,,4.892,0.037,0,0,4.489,0.021,0,0,4.312,0.020,0,0,4.327,0.259,0,0,4.168,0.110,0,0,4.300,0.016,0,0,4.268,0.025,0,0,,,,,,,,,,,,,,,,
436,HD 180902,b,1,479.00000000,13.00000000,-13.00000000,0,1.390000,0.040000,-0.040000,0,1.60000,0.20000,-0.20000,0,,,,,289.823792,-23.558155,114.55,11.77,-14.82,0,7.778,0.013,0,0,V (Johnson),7.457,,0,5030.00,44.00,-44.00,0,0,1.52,0.11,-0.11,0,0,4.10,0.10,-0.10,0,0,HD 180902 b,,,,,,,,,0,10.11,0.28,-0.28,,98.88,2.83,-2.68,,36.200,0.200,,-20.200,0.200,,41.500,0.200,,,,,,,5.00,K0 III/IV,,0,0,3.50,0.06,-0.06,0,0,0.973,0.023,-0.024,0,0,0.040,0.030,-0.030,0,0,2.800,0.700,-0.700,0,,,,,,,,,,,,,,,,,,7.778,0.013,0,0,8.713,0.019,0,0,,,,,,,,,6.121,0.018,0,0,5.670,0.034,0,0,5.543,0.020,0,0,5.527,0.173,0,0,5.472,0.056,0,0,5.545,0.016,0,0,5.485,0.038,0,0,,,,,,,,,,,,,,,,
437,HD 181342,b,1,562.10000000,6.00000000,-6.00000000,0,1.650000,0.040000,-0.040000,0,2.90000,0.20000,-0.20000,0,,,,,290.267639,-23.619572,110.62,7.46,-7.46,0,7.550,,0,0,V (Johnson),7.216,,0,5040.00,100.00,-100.00,0,0,1.89,0.11,-0.11,0,0,5.12,0.49,-0.49,0,0,HD 181342 b,,,,,,,,,0,8.34,0.26,-0.26,,119.98,3.87,-3.64,,-46.600,0.100,,-30.300,0.100,,55.600,0.100,,,,,,,5.00,K0 III,,0,0,3.30,0.20,-0.20,0,0,1.176,0.066,-0.078,0,0,0.200,0.080,-0.080,0,0,,,,0,1.9000,0.9000,-0.9000,0,0,,,,,,,,,,,,,7.550,,0,0,8.566,0.019,0,0,,,,,,,,,5.853,0.018,0,0,5.370,0.026,0,0,5.251,0.020,0,0,5.244,0.172,0,0,5.100,0.067,0,0,5.255,0.016,0,0,5.153,0.031,0,0,,,,,,,,,,,,,,,,
438,HD 181433,b,3,9.37430000,0.00190000,-0.00190000,0,0.080000,,,0,0.02400,,,0,,,,,291.289856,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,V (Johnson),8.019,,0,4962.00,134.00,-134.00,0,0,0.78,,,,0,,,,,0,HD 181433 b,,,,,,,,,0,37.17,0.21,-0.21,,26.91,0.16,-0.15,,-230.900,0.100,,235.600,0.100,,329.900,0.200,,40.21,0.00,0.00,0,0,5.30,K3 IV,,0,0,4.37,0.26,-0.26,0,0,-0.511,0.035,-0.038,0,0,0.330,0.130,-0.130,0,0,,,,0,1.5000,,,0,0,,,,,,,,,,,,,8.400,,0,0,9.440,,0,0,7.835,,0,0,7.380,,0,0,6.664,0.020,0,0,6.243,0.029,0,0,6.094,0.022,0,0,6.092,0.101,0,0,6.057,0.035,0,0,6.092,0.015,0,0,6.001,0.042,0,0,,,,,,,,,,,,,,,,
439,HD 181433,c,3,962.00000000,15.00000000,-15.00000000,0,1.760000,,,0,0.64000,,,0,,,,,291.289856,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,V (Johnson),8.019,,0,4962.00,134.00,-134.00,0,0,0.78,,,,0,,,,,0,HD 181433 c,,,,,,,,,0,37.17,0.21,-0.21,,26.91,0.16,-0.15,,-230.900,0.100,,235.600,0.100,,329.900,0.200,,40.21,0.00,0.00,0,0,5.30,K3 IV,,0,0,4.37,0.26,-0.26,0,0,-0.511,0.035,-0.038,0,0,0.330,0.130,-0.130,0,0,,,,0,1.5000,,,0,0,,,,,,,,,,,,,8.400,,0,0,9.440,,0,0,7.835,,0,0,7.380,,0,0,6.664,0.020,0,0,6.243,0.029,0,0,6.094,0.022,0,0,6.092,0.101,0,0,6.057,0.035,0,0,6.092,0.015,0,0,6.001,0.042,0,0,,,,,,,,,,,,,,,,
440,HD 181433,d,3,2172.00000000,158.00000000,-158.00000000,0,3.000000,,,0,0.54000,,,0,,,,,291.289856,-66.468796,26.15,0.76,-0.81,0,8.400,,0,0,V (Johnson),8.019,,0,4962.00,134.00,-134.00,0,0,0.78,,,,0,,,,,0,HD 181433 d,,,,,,,,,0,37.17,0.21,-0.21,,26.91,0.16,-0.15,,-230.900,0.100,,235.600,0.100,,329.900,0.200,,40.21,0.00,0.00,0,0,5.30,K3 IV,,0,0,4.37,0.26,-0.26,0,0,-0.511,0.035,-0.038,0,0,0.330,0.130,-0.130,0,0,,,,0,1.5000,,,0,0,,,,,,,,,,,,,8.400,,0,0,9.440,,0,0,7.835,,0,0,7.380,,0,0,6.664,0.020,0,0,6.243,0.029,0,0,6.094,0.022,0,0,6.092,0.101,0,0,6.057,0.035,0,0,6.092,0.015,0,0,6.001,0.042,0,0,,,,,,,,,,,,,,,,
441,HD 181720,b,1,956.00000000,14.00000000,-14.00000000,0,1.780000,,,0,0.37000,,,0,,,,,290.720764,-32.919056,55.93,3.82,-4.42,0,7.849,0.013,0,0,V (Johnson),7.665,,0,5781.00,18.00,-18.00,0,0,0.92,,,0,0,1.39,,,0,0,HD 181720 b,,,,,,,,,0,17.01,0.69,-0.69,,58.80,2.50,-2.30,,88.000,0.100,,-415.200,0.000,,424.400,0.100,,-45.34,0.00,0.00,0,0,4.10,G1 V,,0,0,4.24,0.15,-0.15,0,0,0.288,,,0,0,-0.530,0.020,-0.020,0,0,,,,0,1.5000,,,0,0,0.147,0.019,0,0,,,,,,,,,7.849,0.013,0,0,8.434,0.019,0,0,,,,,,,,,6.652,0.019,0,0,6.346,0.029,0,0,6.294,0.034,0,0,6.268,0.088,0,0,6.211,0.026,0,0,6.291,0.016,0,0,6.201,0.049,0,0,,,,,,,,,,,,,,,,
442,HD 183263,b,2,626.50000000,1.10000000,-1.10000000,0,1.510000,0.087000,-0.087000,0,3.67000,0.30000,-0.30000,0,,,,,292.102386,8.358054,52.83,2.80,-3.13,0,7.861,0.012,0,0,V (Johnson),7.683,,0,5936.00,,,0,0,1.17,0.10,-0.10,0,0,,,,,0,HD 183263 b,,,,,,,,,0,18.51,0.29,-0.29,,54.02,0.87,-0.84,,-19.400,0.100,,-32.100,0.000,,37.500,0.100,,-50.70,0.20,-0.20,0,0,4.20,G2 IV,,0,0,4.40,,,0,0,,,,,0,0.300,,,0,0,8.130,,,0,1.6000,0.5000,-0.5000,0,0,0.145,0.019,0,0,,,,,,,,,7.861,0.012,0,0,8.512,0.017,0,0,,,,,,,,,6.782,0.024,0,0,6.528,0.036,0,0,6.422,0.018,0,0,6.372,0.089,0,0,6.365,0.025,0,0,6.447,0.018,0,0,6.327,0.058,0,0,,,,,,,,,,,,,,,,
443,HD 183263,c,2,3070.00000000,110.00000000,-110.00000000,0,4.350000,0.280000,-0.280000,0,3.57000,0.55000,-0.55000,0,,,,,292.102386,8.358054,52.83,2.80,-3.13,0,7.861,0.012,0,0,V (Johnson),7.683,,0,5936.00,,,0,0,1.17,0.10,-0.10,0,0,,,,,0,HD 183263 c,,,,,,,,,0,18.51,0.29,-0.29,,54.02,0.87,-0.84,,-19.400,0.100,,-32.100,0.000,,37.500,0.100,,-50.70,0.20,-0.20,0,0,4.20,G2 IV,,0,0,4.40,,,0,0,,,,,0,0.300,,,0,0,8.130,,,0,1.6000,0.5000,-0.5000,0,0,0.145,0.019,0,0,,,,,,,,,7.861,0.012,0,0,8.512,0.017,0,0,,,,,,,,,6.782,0.024,0,0,6.528,0.036,0,0,6.422,0.018,0,0,6.372,0.089,0,0,6.365,0.025,0,0,6.447,0.018,0,0,6.327,0.058,0,0,,,,,,,,,,,,,,,,
444,HD 185269,b,1,6.83800000,0.00100000,-0.00100000,0,0.077000,,,0,0.94000,,,0,,,,,294.298920,28.499865,47.37,1.60,-1.72,0,,,,,,6.493,,0,5980.00,50.00,-50.00,0,0,1.28,0.10,-0.10,0,0,1.88,0.10,-0.10,0,0,HD 185269 b,,,,,,,,,0,19.10,0.41,-0.41,,52.36,1.15,-1.10,,-31.600,0.000,,-81.100,0.000,,87.000,0.000,,0.62,0.00,0.00,0,0,4.00,G0 IV,,0,0,3.94,0.07,-0.07,0,0,,,,,0,0.110,0.050,-0.050,0,0,4.200,,,0,6.1000,0.5000,-0.5000,0,0,,,,,,,,,,,,,,,,,7.267,0.015,0,0,,,,,,,,,5.518,0.027,0,0,5.400,0.069,0,1,5.260,0.018,0,1,5.133,0.128,0,1,5.044,0.081,0,1,5.250,0.015,0,0,5.175,0.035,0,0,,,,,,,,,,,,,,,,
445,HD 187085,b,1,986.00000000,,,0,2.050000,,,0,0.75000,,,0,,,,,297.391541,-37.780552,44.98,2.19,-2.43,0,7.214,0.010,0,0,V (Johnson),7.048,,0,6075.00,30.00,-30.00,0,0,1.22,0.10,-0.06,0,0,,,,,0,HD 187085 b,,,,,,,,,0,21.77,0.35,-0.35,,45.93,0.75,-0.73,,8.400,0.000,,-103.300,0.000,,103.600,0.100,,14.90,0.20,-0.20,0,0,4.00,G0 V,,0,0,,,,,0,2.130,0.550,-0.440,0,0,0.050,0.030,-0.030,0,0,3.300,0.600,-1.200,0,5.1000,0.5000,-0.5000,0,0,0.164,,0,0,,,,,,,,,7.214,0.010,0,0,7.781,0.015,0,0,,,,,,,,,6.190,0.023,0,0,5.951,0.047,0,0,5.876,0.024,0,0,5.888,0.107,0,0,5.755,0.052,0,0,5.886,0.016,0,0,5.848,0.044,0,0,,,,,,,,,,,,,,,,
446,HD 187123,b,2,3.09658280,0.00000780,-0.00000780,0,0.042600,0.002500,-0.002500,0,0.52300,0.04300,-0.04300,0,,,,,296.742126,34.419525,47.92,1.58,-1.69,0,7.832,0.011,0,0,V (Johnson),,,,5830.00,40.00,-40.00,0,0,1.00,0.10,-0.10,0,0,,,,,0,HD 187123 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,-17.60,0.20,-0.20,0,0,4.30,G3 V,,0,0,,,,,0,0.130,,,0,0,0.160,,,0,0,,,,0,2.1000,0.5000,-0.5000,0,0,0.155,0.020,0,0,,,,,,,,,7.832,0.011,0,0,8.489,0.016,0,0,,,,,,,,,6.635,0.019,0,0,6.395,0.017,0,0,6.337,0.016,0,0,6.312,0.076,0,1,6.245,0.024,0,1,6.331,0.015,0,0,6.236,0.052,0,0,,,,,,,,,,,,,,,,
447,HD 187123,c,2,3810.00000000,420.00000000,-420.00000000,0,4.890000,0.530000,-0.530000,0,1.99000,0.25000,-0.25000,0,,,,,296.742126,34.419525,47.92,1.58,-1.69,0,7.832,0.011,0,0,V (Johnson),,,,5830.00,40.00,-40.00,0,0,1.00,0.10,-0.10,0,0,,,,,0,HD 187123 c,,,,,,,,,0,,,,,,,,,,,,,,,,,,-17.60,0.20,-0.20,0,0,4.30,G3 V,,0,0,,,,,0,0.130,,,0,0,0.160,,,0,0,,,,0,2.1000,0.5000,-0.5000,0,0,0.155,0.020,0,0,,,,,,,,,7.832,0.011,0,0,8.489,0.016,0,0,,,,,,,,,6.635,0.019,0,0,6.395,0.017,0,0,6.337,0.016,0,0,6.312,0.076,0,1,6.245,0.024,0,1,6.331,0.015,0,0,6.236,0.052,0,0,,,,,,,,,,,,,,,,
448,HD 18742,b,1,772.00000000,11.00000000,-11.00000000,0,1.920000,0.050000,-0.050000,0,2.70000,0.30000,-0.30000,0,,,,,45.044407,-20.802603,127.88,15.27,-20.05,0,7.970,,0,0,V (Johnson),7.490,,0,5048.00,44.00,-44.00,0,0,1.60,0.11,-0.11,0,0,4.90,0.10,-0.10,0,0,HD 18742 b,,,,,,,,,0,6.22,0.22,-0.22,,160.66,5.99,-5.57,,-19.700,0.100,,-22.700,0.100,,30.000,0.100,,,,,,,4.90,G8/K0 IV,,0,0,3.30,0.06,-0.06,0,0,1.143,0.015,-0.016,0,0,-0.040,0.030,-0.030,0,0,2.300,0.500,-0.500,0,2.9800,0.5000,-0.5000,0,0,,,,,,,,,,,,,7.970,,0,0,8.738,0.018,0,0,,,,,,,,,6.177,0.027,0,0,5.705,0.042,0,0,5.554,0.024,0,0,5.595,0.149,0,0,5.468,0.051,0,0,5.543,0.014,0,0,5.480,0.034,0,0,,,,,,,,,,,,,,,,
449,HD 188015,b,1,461.20000000,1.70000000,-1.70000000,0,1.203000,0.070000,-0.070000,0,1.50000,0.13000,-0.13000,0,,,,,298.018921,28.100376,52.63,2.51,-2.77,0,8.234,0.011,0,0,V (Johnson),,,,5746.00,,,0,0,1.09,,,0,0,,,,,0,HD 188015 b,,,,,,,,,0,,,,,,,,,,,,,,,,,,-0.40,0.20,-0.20,0,0,4.50,G5 IV,,0,0,4.45,,,0,0,,,,,0,0.289,,,0,0,,,,0,0.0000,0.5000,-0.5000,0,0,0.155,0.020,0,0,,,,,,,,,8.234,0.011,0,0,8.954,0.016,0,0,,,,,,,,,7.008,0.035,0,0,6.716,0.020,0,0,6.632,0.018,0,0,6.533,0.072,0,0,6.613,0.022,0,1,6.645,0.017,0,0,6.688,0.066,0,0,,,,,,,,,,,,,,,,
450,HD 189733,b,1,2.21857520,0.00000008,-0.00000008,0,,,,,,,,,,,,,300.182129,22.710854,19.25,0.32,-0.33,0,7.670,0.030,0,0,V (Johnson),7.362,,0,4875.00,43.00,-43.00,0,0,0.85,0.05,-0.05,0,0,0.81,0.02,-0.02,0,0,HD 189733 b,,,,,,,,,0,50.40,0.22,-0.22,,19.84,0.09,-0.09,,-3.100,0.100,,-250.400,0.100,,250.400,0.100,,-2.36,0.00,,0,,5.20,K2 V,,0,0,4.56,0.03,-0.03,0,0,-0.484,0.014,-0.015,0,0,-0.030,0.080,-0.080,0,0,,,,0,3.5000,1.0000,,0,,0.525,0.068,0,0,28.440,,0,0,,,,,7.670,0.030,0,0,8.580,0.010,0,0,,,,,,,,,6.073,0.032,0,0,5.587,0.031,0,0,5.541,0.021,0,0,5.289,0.154,0,1,5.342,0.050,0,1,5.459,0.013,0,0,5.427,0.033,0,0,,,,,,,,,,,,,,,,
451,HD 190360,b,2,2915.00000000,29.00000000,-29.00000000,0,4.010000,0.230000,-0.230000,0,1.56000,0.13000,-0.13000,0,,,,,300.905853,29.896805,15.89,0.16,-0.16,0,5.730,,0,0,V (Johnson),5.539,,0,5590.00,50.00,-50.00,0,0,0.96,,,0,0,1.13,,,0,0,HD 190360 b,,,,,,,,,0,62.38,0.58,-0.58,,16.03,0.15,-0.15,,683.000,0.000,,-525.300,0.000,,861.700,0.000,,-45.35,0.00,0.00,0,0,4.60,G6 IV,,0,0,4.48,0.15,-0.15,0,0,0.053,,,0,0,0.250,0.050,-0.050,0,0,6.700,,,0,2.2000,,,0,0,0.148,0.019,0,0,,,,,6.800,,0,0,5.730,,0,0,6.420,,0,0,,,,,,,,,4.554,0.226,0,0,4.239,0.252,0,0,4.076,0.027,0,0,4.007,0.301,0,1,3.706,0.209,0,1,4.049,0.014,0,1,4.050,0.024,0,0,,,,,,,,,,,,,,,,
